Date,Price
2024-08-13 10:02:26,58968.03485419861
2024-08-13 11:09:07,58726.82476342119
2024-08-13 12:00:29,58802.04160747715
2024-08-13 13:10:39,59066.919311197
2024-08-13 14:09:13,59374.14959473762
2024-08-13 15:10:18,59639.09853912866
2024-08-13 16:21:26,59982.698175257654
2024-08-13 17:03:51,61213.260164439576
2024-08-13 18:03:37,61213.05752654258
2024-08-13 19:19:20,60586.49440610235
2024-08-13 20:23:20,60700.017313229466
2024-08-13 21:17:08,60634.62198998188
2024-08-13 22:08:39,60930.70826903593
2024-08-13 23:20:34,60520.521585843
2024-08-14 00:02:39,60611.1178437017
2024-08-14 01:10:59,60754.85111728312
2024-08-14 02:17:11,60680.99542837812
2024-08-14 03:20:26,60974.5246749954
2024-08-14 04:22:10,60934.71745277854
2024-08-14 05:16:25,61018.6692167453
2024-08-14 06:00:59,60892.081560238315
2024-08-14 07:08:44,60780.9965478888
2024-08-14 08:05:20,60932.51558979862
2024-08-14 09:12:38,60905.02264032649
2024-08-14 10:21:18,61116.85624966809
2024-08-14 11:21:50,60948.01211615021
2024-08-14 12:12:43,61356.318193391344
2024-08-14 13:17:28,60741.11900146548
2024-08-14 14:18:29,58989.47034890381
2024-08-14 15:19:18,59296.870497296506
2024-08-14 16:20:00,59398.18261345918
2024-08-14 17:19:05,59247.72206319977
2024-08-14 18:12:08,59232.393107718366
2024-08-14 19:12:11,58938.9576899662
2024-08-14 20:08:14,58992.182451813904
2024-08-14 21:15:41,59117.49227477686
2024-08-14 22:08:03,58607.84280247439
2024-08-14 23:06:21,58989.62219097791
2024-08-15 00:14:10,58819.599962208355
2024-08-15 01:20:08,58872.61696669897
2024-08-15 02:13:05,58275.85931603416
2024-08-15 03:24:00,58445.4062844714
2024-08-15 04:11:56,58370.951501063326
2024-08-15 05:15:58,58313.335500366025
2024-08-15 06:07:32,58264.40579045636
2024-08-15 07:00:27,58088.79404612981
2024-08-15 08:12:58,58051.71502223428
2024-08-15 09:22:26,58432.21244049253
2024-08-15 10:05:52,58413.67017961424
2024-08-15 11:10:34,58485.15425804929
2024-08-15 12:05:44,58729.1333863503
2024-08-15 13:12:10,58870.26610323387
2024-08-15 14:02:57,59483.03961230005
2024-08-15 15:21:21,59345.565722265164
2024-08-15 16:13:28,59727.942107983596
2024-08-15 17:09:24,59401.453819783936
2024-08-15 18:09:40,58148.51663284134
2024-08-15 19:18:57,57182.5690515019
2024-08-15 20:18:24,57182.19956170608
2024-08-15 21:08:06,56765.926472158855
2024-08-15 22:18:54,57588.13281893597
2024-08-15 23:15:35,57590.117286304856
2024-08-16 00:13:35,57517.288261417954
2024-08-16 01:16:48,57388.406266252496
2024-08-16 02:11:01,57463.08029840291
2024-08-16 03:16:20,58110.020444975285
2024-08-16 04:09:26,57953.45268300431
2024-08-16 05:19:37,58206.631385308734
2024-08-16 06:18:49,58299.972387030146
2024-08-16 07:07:46,58481.39741510699
2024-08-16 08:15:33,58601.31105458154
2024-08-16 09:08:57,58349.97587789022
2024-08-16 10:18:44,58393.5913309717
2024-08-16 11:23:13,58394.022290466
2024-08-16 12:11:26,58479.15548513328
2024-08-16 13:17:36,58107.39617493354
2024-08-16 14:03:32,58322.02070299983
2024-08-16 15:22:57,58087.23647718457
2024-08-16 16:22:56,58366.058274183546
2024-08-16 17:19:58,58602.833023575986
2024-08-16 18:22:06,59336.92183147019
2024-08-16 19:18:32,59546.701473360816
2024-08-16 20:04:39,59658.822844689734
2024-08-16 21:04:53,59257.78670650454
2024-08-16 22:18:40,59079.85864539329
2024-08-16 23:00:29,59008.35598447069
2024-08-17 00:19:15,58860.57334808443
2024-08-17 01:17:30,59217.47771557815
2024-08-17 02:08:56,59350.615234769495
2024-08-17 03:02:45,59152.62830970626
2024-08-17 04:05:56,59169.67657788981
2024-08-17 05:18:38,59217.21091899589
2024-08-17 06:22:49,59199.61103327122
2024-08-17 07:12:37,59102.25419430356
2024-08-17 08:03:24,59281.64422691288
2024-08-17 09:05:33,59281.08059915197
2024-08-17 10:03:26,59339.07971026275
2024-08-17 11:13:30,59144.78963688992
2024-08-17 12:04:41,59137.83368710243
2024-08-17 13:03:48,59235.06313556112
2024-08-17 14:12:46,59433.059003423536
2024-08-17 15:06:29,59445.46121861815
2024-08-17 16:19:34,59498.10996225166
2024-08-17 17:10:27,59650.14463574034
2024-08-17 18:20:44,59460.11857230874
2024-08-17 19:00:43,59428.52852368441
2024-08-17 20:20:49,59484.96679706533
2024-08-17 21:05:19,59406.83982049235
2024-08-17 22:06:58,59288.15508034803
2024-08-17 23:13:32,59408.23428651597
2024-08-18 00:25:44,59499.06901060443
2024-08-18 01:02:49,59693.856122052326
2024-08-18 02:09:29,59435.352600897284
2024-08-18 03:04:27,60333.65883815674
2024-08-18 04:09:55,59356.667849748796
2024-08-18 05:08:29,59549.894810626094
2024-08-18 06:12:39,59538.08213279161
2024-08-18 07:10:36,59592.91192725329
2024-08-18 08:04:37,59559.95299911433
2024-08-18 09:01:23,59703.579142448965
2024-08-18 10:05:31,59888.7321355397
2024-08-18 11:11:49,59934.94179051665
2024-08-18 12:06:54,60041.75801972986
2024-08-18 13:05:42,59994.44518304509
2024-08-18 14:14:22,59872.80523097825
2024-08-18 15:01:01,59840.04781384492
2024-08-18 16:06:35,59930.31521256509
2024-08-18 17:12:38,59765.49623994477
2024-08-18 18:09:22,59510.6150044139
2024-08-18 19:14:11,59563.36406864585
2024-08-18 20:16:45,59733.69239760352
2024-08-18 21:10:01,59801.102978831506
2024-08-18 22:05:34,59456.77239730346
2024-08-18 23:05:31,59353.266148667375
2024-08-19 00:00:59,58432.42381182296
2024-08-19 01:12:27,58409.43220948516
2024-08-19 02:10:59,58556.84615225964
2024-08-19 03:13:46,58705.41559394807
2024-08-19 04:18:50,58665.163561322144
2024-08-19 05:01:38,58587.23043883205
2024-08-19 06:02:04,58504.10094412565
2024-08-19 07:01:36,58566.24897215608
2024-08-19 08:03:35,58519.30764362262
2024-08-19 09:12:01,58676.21589770095
2024-08-19 10:10:28,57918.457121253865
2024-08-19 11:10:41,58122.98100656521
2024-08-19 12:21:29,58402.72409757605
2024-08-19 13:21:09,58802.09522936941
2024-08-19 14:16:15,58328.473741300935
2024-08-19 15:16:24,58614.26244380955
2024-08-19 16:04:19,58513.14185993819
2024-08-19 17:13:01,58716.298209367014
2024-08-19 18:19:38,58774.585780204005
2024-08-19 19:17:24,59033.05413379757
2024-08-19 20:00:47,59002.276809341456
2024-08-19 21:06:53,59116.88759892861
2024-08-19 22:14:30,59088.38383591217
2024-08-19 23:16:38,59150.58385642979
2024-08-20 00:18:02,59433.2002548913
2024-08-20 01:10:16,60957.204181296795
2024-08-20 02:05:33,60486.4734122355
2024-08-20 03:18:48,60570.145051408974
2024-08-20 04:00:18,60613.0179743415
2024-08-20 05:03:38,60934.2611610823
2024-08-20 06:06:56,61005.78733421509
2024-08-20 07:08:32,60948.17691922144
2024-08-20 08:21:09,60810.769041548345
2024-08-20 09:13:41,60913.545793254416
2024-08-20 10:26:37,60757.57796842585
2024-08-20 11:21:33,60604.46221206046
2024-08-20 12:04:59,60542.53727609908
2024-08-20 13:16:41,60513.22423696902
2024-08-20 14:02:24,60903.501101464666
2024-08-20 15:23:14,59169.10290355411
2024-08-20 16:19:28,58999.583067501706
2024-08-20 17:11:48,58868.05861956446
2024-08-20 18:09:27,59227.33377346871
2024-08-20 19:23:37,59292.82539415719
2024-08-20 20:24:16,59561.42502840903
2024-08-20 21:16:01,59060.772363156204
2024-08-20 22:11:42,59477.46876924232
2024-08-20 23:15:57,59287.74283482554
2024-08-21 00:00:44,59060.12610074137
2024-08-21 01:09:23,59009.13331494045
2024-08-21 02:05:24,59295.06644147175
2024-08-21 03:20:27,59410.03562420505
2024-08-21 04:12:42,59242.4062301116
2024-08-21 05:00:59,59370.33738264078
2024-08-21 06:22:51,59610.019205226825
2024-08-21 07:09:35,59688.748544613954
2024-08-21 08:12:32,59505.209064536895
2024-08-21 09:20:38,59341.323684985815
2024-08-21 10:00:26,59272.94103896139
2024-08-21 11:15:29,59433.15898376004
2024-08-21 12:10:30,59398.14200516048
2024-08-21 13:18:02,59517.04183871499
2024-08-21 14:09:59,59931.75994130691
2024-08-21 15:06:28,59518.13288406425
2024-08-21 16:15:39,59500.585638116
2024-08-21 17:02:20,59834.744187742945
2024-08-21 18:04:24,59944.1339303113
2024-08-21 19:10:58,60792.81990824211
2024-08-21 20:18:54,61524.47420600682
2024-08-21 21:15:34,61014.719001986436
2024-08-21 22:10:27,61350.064462403796
2024-08-21 23:06:26,61196.416673763524
2024-08-22 00:20:55,61108.930323290086
2024-08-22 01:14:45,60975.49873085402
2024-08-22 02:20:28,60889.695556727274
2024-08-22 03:21:44,60320.460014699886
2024-08-22 04:24:23,60615.25775495694
2024-08-22 05:24:04,60795.28443057881
2024-08-22 06:15:38,60935.99484313054
